RESPONSABLE DE SERVICIO,,, ,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA TERCERA EDAD,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS- Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha,tipo servicio,
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,,,COLECTIVO RURAL,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,22,PLAZA VIÑA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,2.6,650,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,23,PLAZA VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,6.6,750,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,24,HOSPITAL VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,5.1,700,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,25,CHORRILLOS,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,3.9,650,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,1,LAS PALMAS,VALPARAISO,P-1 AGUA SANTA,VIÑA DEL MAR,7.4,,,,,,,800,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,2,LAS PALMAS,VALPARAISO,TERMINAL DE BUSES,VIÑA DEL MAR,8.7,,,,,,,"1,100",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,3,LAS PALMAS,VALPARAISO,HOSPITAL DE VIÑA,VIÑA DEL MAR,9.3,,,,,,,"1,200",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,4,LAS PALMAS,VALPARAISO,CHORRILLOS,VIÑA DEL MAR,10.9,,,,,,,"1,350",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,5,LAS PALMAS,VALPARAISO,EL SALTO,VIÑA DEL MAR,14.9,,,,,,,"1,600",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,6,NUEVA AURORA P-7,VIÑA DEL MAR,A.NAVARRETE,VIÑA DEL MAR,0.9,,,,,,,800,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,7,NUEVA AURORA P-7,VIÑA DEL MAR,NUEVA AURORA P-1,VIÑA DEL MAR,1.8,,,,,,,900,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,8,NUEVA AURORA P-1,VIÑA DEL MAR,VILLA LINDA,VIÑA DEL MAR,1.4,,,,,,,800,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,9,NUEVA AURORA P-5,VIÑA DEL MAR,VILLA LINDA,VIÑA DEL MAR,0.8,,,,,,,700,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,10,NUEVA AURORA,VIÑA DEL MAR,TERMINAL DE BUSES,VIÑA DEL MAR,5.8,,,,,,,1050,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,11,NUEVA AURORA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,6.4,,,,,,,"1,150",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,12,NUEVA AURORA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,8.0,,,,,,,"1,300",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,13,NUEVA AURORA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,11.5,,,,,,,"1,600",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,14,SAN JOSE,VIÑA DEL MAR,TERMINAL DE BUSES,VIÑA DEL MAR,1.7,,,,,,,1050,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,15,SAN JOSE,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,2.3,,,,,,,"1,150",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,16,SAN JOSE,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.9,,,,,,,"1,300",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,17,SAN JOSE,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.9,,,,,,,"1,400",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,18,ECUADOR,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,1.9,,,,,,,1000,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,19,ECUADOR,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.3,,,,,,,1000,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,20,ECUADOR,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.3,,,,,,,"1,150",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,21,PLAZA VIÑA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,0.9,,,,,,,900,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,22,PLAZA VIÑA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,2.6,,,,,,,1000,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,23,PLAZA VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,6.6,,,,,,,"1,150",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,24,HOSPITAL VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,5.1,,,,,,,1100,,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,25,CHORRILLOS,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,3.9,,,,,,,"1,050",,,,,,22.00,00.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,1,LAS PALMAS,VALPARAISO,P-1 AGUA SANTA,VIÑA DEL MAR,7.4,,,,,,,,,,,1100,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,2,LAS PALMAS,VALPARAISO,TERMINAL DE BUSES,VIÑA DEL MAR,8.7,,,,,,,,,,,1400,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,3,LAS PALMAS,VALPARAISO,HOSPITAL DE VIÑA,VIÑA DEL MAR,9.3,,,,,,,,,,,1500,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,4,LAS PALMAS,VALPARAISO,CHORRILLOS,VIÑA DEL MAR,10.9,,,,,,,,,,,1650,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,5,LAS PALMAS,VALPARAISO,EL SALTO,VIÑA DEL MAR,14.9,,,,,,,,,,,1900,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,6,NUEVA AURORA P-7,VIÑA DEL MAR,A.NAVARRETE,VIÑA DEL MAR,0.9,,,,,,,,,,,1100,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,7,NUEVA AURORA P-7,VIÑA DEL MAR,NUEVA AURORA P-1,VIÑA DEL MAR,1.8,,,,,,,,,,,1200,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,8,NUEVA AURORA P-1,VIÑA DEL MAR,VILLA LINDA,VIÑA DEL MAR,1.4,,,,,,,,,,,1100,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,9,NUEVA AURORA P-5,VIÑA DEL MAR,VILLA LINDA,VIÑA DEL MAR,0.8,,,,,,,,,,,1000,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,10,NUEVA AURORA,VIÑA DEL MAR,TERMINAL DE BUSES,VIÑA DEL MAR,5.8,,,,,,,,,,,1350,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,11,NUEVA AURORA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,6.4,,,,,,,,,,,1450,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,12,NUEVA AURORA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,8.0,,,,,,,,,,,1600,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,13,NUEVA AURORA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,11.5,,,,,,,,,,,1900,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,14,SAN JOSE,VIÑA DEL MAR,TERMINAL DE BUSES,VIÑA DEL MAR,1.7,,,,,,,,,,,1350,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,15,SAN JOSE,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,2.3,,,,,,,,,,,1450,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,16,SAN JOSE,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.9,,,,,,,,,,,1600,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,17,SAN JOSE,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.9,,,,,,,,,,,1700,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,18,ECUADOR,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,1.9,,,,,,,,,,,1300,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,19,ECUADOR,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.3,,,,,,,,,,,1300,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,20,ECUADOR,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.3,,,,,,,,,,,1450,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,21,PLAZA VIÑA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,0.9,,,,,,,,,,,1200,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,22,PLAZA VIÑA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,2.6,,,,,,,,,,,1300,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,23,PLAZA VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,6.6,,,,,,,,,,,1450,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,24,HOSPITAL VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,5.1,,,,,,,,,,,1400,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,25,CHORRILLOS,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,3.9,,,,,,,,,,,1350,,01.00,05.59,1276,21/07/22,COLECTIVO URBANO,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 y 2,19,ECUADOR,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.3,1000,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 Y 2,20,ECUADOR,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.3,1200,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 Y 2,21,PLAZA VIÑA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,0.9,1400,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 Y 2,22,PLAZA VIÑA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,2.6,1500,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 y 2,23,PLAZA VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,6.6,1600,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 y 2,24,HOSPITAL VIÑA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,5.1,1700,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,25,CHORRILLOS,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,3.9,1800,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,8,EL YECO,ALGARROBO,PLAYAS BLANCAS,EL TABO,31,1800,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,9,EL YECO,ALGARROBO,SAN CARLOS,EL TABO,32,1900,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,10,EL YECO,ALGARROBO,SAN SEBASTIAN,CARTAGENA,32.2,2100,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,11,EL YECO,ALGARROBO,CARTAGENA,CARTAGENA,40,2200,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,12,EL YECO,ALGARROBO,SAN ANTONIO,SAN ANTONIO,42,2500,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1,13,EL YECO,ALGARROBO,BARRANCAS,SAN ANTONIO,44,2800,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 y 2,14,EL TABO,EL TABO,ESMERALDA,EL TABO,2,700,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 y 2,15,EL TABO,EL TABO,EL TRIANGULO,EL TABO,8,1000,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,1 y 2,16,EL TABO,EL TABO,EL MEMBRILLO,EL TABO,10,1100,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2526,EMPRESA DE TRANSP. LINEA SAN ANTONIO ALGARROBO LTDA.,El Tabo,"Nota: El valor de todas las tarifas se incrementará en un 50%  desde las 21.00 a 24.00 hrs., y en un 100% desde las 24.01 a las 06.59 hrs.",,,,,,,,,,,,,,,,,,,08.00,20.59,1034,02/04/14,COLECTIVO RURAL,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,1,TERMINAL PRIETO LETELIER 948,LLA-LLAY,AV. LAS PALMAS,LLA-LLAY,6,400,,,,,,,,,,,,08.00,21.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,1,TERMINAL PRIETO LETELIER 948,LLA-LLAY,VILLA AMANECER,LLA-LLAY,8,600,,,,,,,,,,,,08.00,21.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,1,TERMINAL PRIETO LETELIER 948,LLA-LLAY,S. SHELL,LLA-LLAY,6,500,,,,,,,,,,,,08.00,21.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,1,TERMINAL PRIETO LETELIER 948,LLA-LLAY,AV. LAS PALMAS,LLA-LLAY,8,600,,,,,,,,,,,,08.00,21.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,1,TERMINAL PRIETO LETELIER 948,LLA-LLAY,LOS MAITENES,LLA-LLAY,6,500,,,,,,,,,,,,08.00,21.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,1,TERMINAL PRIETO LETELIER 948,LLA-LLAY,SECTOR ALTO CERRO,LLA-LLAY,8,1000,,,,,,,,,,,,08.00,21.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,2,TERMINAL PRIETO LETELIER 948,LLA-LLAY,AV. LAS PALMAS,LLA-LLAY,6,,,,,,,500,,,,,,08.00,24.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,2,TERMINAL PRIETO LETELIER 948,LLA-LLAY,VILLA AMANECER,LLA-LLAY,8,,,,,,,800,,,,,,08.00,24.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,2,TERMINAL PRIETO LETELIER 948,LLA-LLAY,S. SHELL,LLA-LLAY,8,,,,,,,1000,,,,,,08.00,24.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,2,TERMINAL PRIETO LETELIER 948,LLA-LLAY,AV. AMANECER,LLA-LLAY,8,,,,,,,1000,,,,,,08.00,24.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,2,TERMINAL PRIETO LETELIER 948,LLA-LLAY,SECTOR ALTO CERRO,LLA-LLAY,8,,,,,,,1000,,,,,,08.00,24.00,1437,14/05/14,COLECTIVO URBANO,
2530,EMPRESA DE TRANPORTES LOS LABORALES LTDA.,Llay-Llay,TRONCAL,2,TERMINAL PRIETO LETELIER 948,LLA-LLAY,P. EL SALITRE,LLA-LLAY,6,,,,,,,800,,,,,,08.00,24.00,1437,14/05/14,COLECTIVO URBANO,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,1,Petorca,Petorca,Callejones,Petorca,6,600,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,2,Petorca,Petorca,La Ñipa,Petorca,8,700,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,3,Petorca,Petorca,Hierro Viejo,Petorca,12,800,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,4,Petorca,Petorca,Av. Francia,Petorca,14,900,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,5,Petorca,Petorca,Manuel Montt,Petorca,20,1000,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,6,Petorca,Petorca,Pedegua,Petorca,25,1000,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,7,Petorca,Petorca,Artificio,Cabildo,32,1400,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,8,Petorca,Petorca,Cabildo,Cabildo,45,1500,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,9,Cabildo, Cabildo,Petorca,Petorca,45,1500,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,10,Cabildo, Cabildo,Artificio,Cabildo,13,800,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,11,Cabildo, Cabildo,Pedegua,Petorca,20,1000,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,12,Cabildo, Cabildo,Manuel Montt,Petorca,25,1000,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,13,Cabildo, Cabildo,Av. Francia,Petorca,31,1100,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,14,Cabildo, Cabildo,Hierro Viejo,Petorca,33,1300,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,15,Cabildo, Cabildo,La Ñipa,Petorca,37,1400,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,16,Cabildo, Cabildo,Callejones,Petorca,39,1500,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,17,Cabildo, Cabildo,Chincolco,Petorca,55,2200,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,18,Petorca,Petorca,Chincolco,Petorca,10,800,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,19,Petorca,Petorca,El Sobrante,Petorca,20,1200,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,20,Petorca,Petorca,La Polcura,Petorca,8,700,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,21,Artificio,Cabildo,Manuel Montt,Petorca,12,800,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,22,Artificio,Cabildo,Hierro Viejo,Petorca,14,1000,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,23,Artificio,Cabildo,La Ñipa,Petorca,18,1100,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,24,Manuel Montt,Cabildo,Hierro Viejo,Petorca,8,600,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,25,Manuel Montt,Petorca,La Ñipa,Petorca,12,800,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,26,Hierro Viejo,Petorca,La Ñipa,Petorca,6,600,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,27,La Ñipa,Petorca,Petorca,Petorca,8,700,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
2546,GUILLERMO ENRIQUE SILVA BAEZ,Petorca,28,Hierro Viejo,Petorca,Petorca,Petorca,12,800,,,,,,,,,,,,,08.00,22.00,1283,04/05/15,COLECTIVO RURAL,
