DATOS EMPRESA,,,TRAMOS A COBRAR,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA ADULTO MAYOR,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS. Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,10,PLAZA,SN ANTONIO,SAN SEBASTIAN- COSTA AZUL,CARTAGENA,10,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,11,PLAZA,SN ANTONIO,SAN CARLOS- PLAYAS BLANCA,ELTABO,13,653,213,,323,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,12,PLAZA,SN ANTONIO,LAS CRUCES,EL TABO,18,653,213,,320,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,13,PLAZA,SN ANTONIO,PLAZA,EL TABO,22,803,263,,403,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,14,PLAZA,SN ANTONIO,EL MEMBRILLO,EL TABO,43311,903,303,,453,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,15,PLAZA,CARTAGENA,PLAYA GRANDE,CARTAGENA,3,553,183,,273,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,15,PLAZA,CARTAGENA,RETEN LAS CRUCES,EL TABO,7,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,16,PLAZA,CARTAGENA,PLAZA,EL TABO,14,753,253,,373,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,17,PLAZA,CARTAGENA,EL MEMBRILLO,EL TABO,43303,803,263,,403,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,18,SN SEBASTIAN-COSTA AZUL,CARTAGENA,PLAZA,EL TABO,11,703,233,,353,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,19,SN SEBASTIAN-COSTA AZUL,CARTAGENA,EL MEMBRILLO,EL TABO,13,853,283,,423,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,20,SN SEBASTIAN-COSTA AZUL,CARTAGENA,SAN SEBASTIAN- COSTA AZUL,CARTAGENA,2,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,21,SAN CARLOS-PLAYAS BLANCAS,EL TABO,SAN CARLOS-PLAYAS BLANCAS,EL TABO,2,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,22,RETEN LAS CRUCES,EL TABO,MUNICIPALIDAD,EL TABO,2,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,23,PLAZA,EL TABO,EL TRIANGULO,EL TABO,2,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500065,Emp. de Transp.Nueva Buses San Antonio S. A.,San Antonio,13,24,EL MEMBRILLO,EL TABO,EL MENBRILLO,EL TABO,2,603,203,,303,,,,,,,,,07.00,21.30,2795,23/11/21
500067,Buses Nuevo Amanecer S.A.,San Antonio,4,1,G. Mistral/ Av. Salinas,El Tabo, San Antonio/Llo-lleo,San Antonio,28,900,300,,400,,,,,,,,,07.00,19.30,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,3,2,G. Mistral/ Av. Salinas,El Tabo,Llo - lleo / San Antonio,El Tabo,31,950,300,,400,,,,,,,,,07.00,20.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,1,4,Acacias / Llo - lleo,San Antonio,Triangulo /Membrillo,El Tabo,38,1100,330,,550,,,,,,,,,08.00,17.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,6,3,Acacias / Llo - lleo,San Antonio,Bellavista /San Antonio,San Antonio,17,600,200,,300,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,2,3,Acacias / Llo - lleo,San Antonio,Bellav./Brasil/Sn Antonio,San Antonio,18,600,200,,300,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,4,4,Acacias / Llo - lleo,San Antonio,Cartagena/Plaza,Cartagena,17,750,230,,350,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,4,4,Plaza / San Antonio,San Antonio,Cartagena/Plaza,Cartagena,12,700,230,,350,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,4,4,Llo - lleo / San Antonio,San Antonio,San Sebastian/Costa A.,Cartagena,15,750,230,,350,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,4,4,Plaza / San Antonio,San Antonio,San Sebastian/Costa A.,Cartagena,10,700,200,,300,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,4,4,Llo - lleo / San Antonio,San Antonio,San Carlos/ P. Blancas,El Tabo,13,850,250,,400,,,,,,,,,07.00,21.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,1,4,Llo - lleo / San Antonio,San Antonio,Centro el Tabo,El Tabo,30,1050,250,,500,,,,,,,,,08.00,17.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,1,4,Plaza / San Antonio,San Antonio,Centro el Tabo,El Tabo,28,1000,330,,500,,,,,,,,,08.00,17.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,1,4,Llo - lleo / San Antonio,San Antonio,El Triangulo,El Tabo,34,1150,330,,500,,,,,,,,,08.00,17.00,1381,01/08/22
500067,Buses Nuevo Amanecer S.A.,San Antonio,1,4,Plaza / San Antonio,San Antonio,El Triangulo,El Tabo,32,1100,330,,550,,,,,,,,,08.00,17.00,1381,01/08/22
500072,SERGIO FLORES CORREA,Casablanca,RURA 1,,LOMAS DEL ESTERO,Casablanca,CIRCUNVALA,Casablanca,40,500,,,,,,,,,,,,05.30,22.00,,dic. 2019
500073,EMPRESA DE TRANSPORTES BRANDER LTDA,Quilpue,Ruta 1,,MargaMarga,Quilpue,Los Coligues,VILLA ALEMANA,10,700,,,,,,,,,,,,06.30,21.00,,dic. 2019
500078,Ana Arias Olave,Quintero,Rutas       1-2-3,1,RITOQUE,Quintero,Loncura,Quintero,25,400,,,,,,,,,,,,07.00,20.00,31/03/04,26/05/15
500078,Ana Arias Olave,Quintero,Rutas       1-2-3,1,RITOQUE,Quintero,Plaza Puchuncaví,Puchuncaví,40,500,,,,,,,,,,,,07.00,20.00,31/03/04,26/05/15
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,1,Plaza Quintay,CASABLANCA,Chacabuco,VALPARAÍSO,48,2400,800,1200,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,2,Plaza Quintay,CASABLANCA,El Batro,Casablanca,19,1200,,,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,3,Plaza Quintay,CASABLANCA,Las Tablas,Casablanca,27,1200,,,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,4,Plaza Quintay,CASABLANCA,Placilla,VALPARAÍSO,36,1600,,,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,5,El Batro,CASABLANCA,Las Tablas,Casablanca,9,800,,,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,6,El Batro,CASABLANCA,Placilla,VALPARAÍSO,17,1200,,,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,7,El Batro,CASABLANCA,Chacabuco,VALPARAÍSO,21,1600,600,800,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,8,Las Tablas,CASABLANCA,Placilla,VALPARAÍSO,8,800,,,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,9,Las Tablas,CASABLANCA,Chacabuco,VALPARAÍSO,20,1200,400,600,,,,,,,,,,6:30,21:30,1848,06/09/22
500088,GUIDO GARIN RODRÍGUEZ BERNAL,Valparaíso,Ruta 1,10,Placilla,CASABLANCA,Chacabuco,VALPARAÍSO,12,800,300,400,,,,,,,,,,6:30,21:30,1848,06/09/22
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,Ruta 1,7,El Batro,CASABLANCA,Chacabuco,VALPARAÍSO,21,1600,600,800,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,Ruta 1,8,Las Tablas,CASABLANCA,Placilla,VALPARAÍSO,8,800,,,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,Ruta 1,9,Las Tablas,CASABLANCA,Chacabuco,VALPARAÍSO,20,1200,400,600,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,Ruta 1,10,Placilla,CASABLANCA,Chacabuco,VALPARAÍSO,12,800,300,400,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,"RUTA 1, 2, 3",tarifa 5,Terminal Rodoviario,VALPARAÍSO,Terminal,San Antonio,,1700,,,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,"RUTA 1, 2, 3",tarifa 6,Terminal Rodoviario,VALPARAÍSO,Terminal,San Antonio,,2000,,,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,"RUTA 1, 2, 3",tarifa 7,Terminal Rodoviario,VALPARAÍSO,Terminal,San Antonio,,2300,,,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,"RUTA 1, 2, 3",tarifa 8,Terminal Rodoviario,VALPARAÍSO,Terminal,San Antonio,,2700,,,,,,,,,,,,07.00,22.00,,dic. 2019
500087,EMPRESA DE TRANSPORTE BUSES CASABLANCA S.A,Valparaíso,"RUTA 1, 2, 3",tarifa 9,Terminal Rodoviario,VALPARAÍSO,Terminal,San Antonio,,3200,,,,,,,,,,,,07.00,22.00,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 1,San Antonio,SAN ANTONIO,Melipilla,Melipilla,100,450,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 2,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,500,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 3,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,740,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 4,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,750,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 5,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,1400,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 6,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,800,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 7,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,1100,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 8,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,1200,,,,,,,,,,,,06.30,21.30,,dic. 2019
500090,Digna Rosa Sánchez,San Antonio,Ruta 1,tarifa 9,San Antonio,SAN ANTONIO,Melipilla,Melipilla,,1400,,,,,,,,,,,,06.30,21.30,,dic. 2019
500093,Transportes La Porteña Ltda.,Valparaíso,R 1,16,TERMINAL CALERA,LA CALERA,CHINCOLCO,PETORCA,98,4500,2250,3150,,,,,,,,,,7:00,22.00,1735,25/08/22
500093,Transportes La Porteña Ltda.,Valparaíso,R 2,17,TERMINAL CALERA,LA CALERA,LOS VILOS - CAIMANES,LOS VILOS,158,7000,3500,4900,,,,,,,,,,12:00,20.00,1735,25/08/22
500093,Transportes La Porteña Ltda.,Valparaíso,R 3,18,TERMINAL CALERA,LA CALERA,LOS VILOS GUANGUALI,LOS VILOS,80,6000,3000,4200,,,,,,,,,,6:30,20.00,1735,25/08/22
500093,Transportes La Porteña Ltda.,Valparaíso,R 4,19,TERMINAL CALERA,LA CALERA,CIRCUNVALACION,CABILDO,70,4900,2450,3400,,,,,,,,,,11:00,19.00,1735,25/08/22
500094,EMPRESA DE TRANSPORTE FLOTA PEREZ LTDA.,Casablanca,Ruta 1,1,Avda. Bernardo O'Higgins,Casablanca,Arturo Prat Poniente,Casablanca,8,300,100,,,,,,,,,,,07.00,21.00,229,23/01/18
500094,EMPRESA DE TRANSPORTE FLOTA PEREZ LTDA.,Casablanca,Ruta 3,2,Avda. Bernardo   O'Higgins,Casablanca,Paso superior Tapihue,Casablanca,25,650,200,,,,,,,,,,,07.00,21.00,642,22/02/18
500097,EMPRESA DE TRANSPORTES QUIBUS S.A.,Quillota,"RUTA 1,2",,Quillota,Quillota,Quillota,Qhillota,24,350,,,,,,,,,,,,07.00,21.00,,dic. 2019
500098,EMPRESA DE TRANSPORTE DE PASAJEROS BUSES CONCON LTDA.,Concon,Ruta 1,,Puente Colmo,Concón,21 de mayo,Quillota,58,900,,,,,,,,,,,,06.25,22.00,,dic. 2019
500101,JOSÉ CONTRERAS ESPINOZA,San Felipe,Ruta 1,1,Terminal Rodoviario,San Felipe,Bellavista - El Asiento,San Felipe,40,1400,400,400,,,,,,,,,,7:00,21:00,2655,07/12/22
500101,JOSÉ CONTRERAS ESPINOZA,San Felipe,Ruta 1,2,Terminal Rodoviario,San Felipe,21 de Mayo,San Felipe,30,1200,300,300,,,,,,,,,,7:00,21:00,2655,07/12/22
500101,JOSÉ CONTRERAS ESPINOZA,San Felipe,Ruta 1,3,Terminal Rodoviario,San Felipe,Av. Encon,San Felipe,10,600,150,150,,,,,,,,,,7:00,21:00,2655,07/12/22
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 1,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,93,300,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 2,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,400,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 3,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,500,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 4,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,600,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 5,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,700,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 6,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,800,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 7,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,900,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 8,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,1000,,,,,,,,,,,,06.00,21.00,,dic. 2019
500102,SOCIEDAD COMERCIAL DE INVERSIONES TRANSRURAL LTDA.,Limache,Rutas 1 al 8,Tarifa 9,El Molino,LIMACHE,PlAYA ANCHA,Valparaiso,,1200,,,,,,,,,,,,06.00,21.00,,dic. 2019
500103,Washington Nilo Solis Mendoza,Quillota,Ruta 1,7,Boco-La Cruz,Quillota,21 de Mayo,Quillota,15,500,165,165,,,,,,,,,,07.00,20.30,516,04/02/19
500103,Washington Nilo Solis Mendoza,Quillota,Ruta 1,8,21 de Mayo,Quillota,Puente Boco,Quillota,7,400,130,130,,,,,,,,,,07.00,20.30,516,04/02/19
500103,Washington Nilo Solis Mendoza,Quillota,Ruta 1,9,Boco Parad. 1,Quillota,Boco Parad. 18,La Cruz,5,400,130,130,,,,,,,,,,07.00,20.30,516,04/02/19
500105,LUIS GILBERTO ORELLANA,Melipilla,Rurta 1 y 2,tarifa 1,Rodoviario ,VALPARAÍSO,Terminal Buses Ortúzar ,Melipilla,239,4500,,,,,,,,,,,,07.00,19.30,,dic. 2019
500105,LUIS GILBERTO ORELLANA,Melipilla,Rurta 1 y 2,tarifa 2,Rodoviario ,VALPARAÍSO,Terminal Buses Ortúzar ,Melipilla,,2800,,,,,,,,,,,,07.00,19.30,,dic. 2019
500105,LUIS GILBERTO ORELLANA,Melipilla,Rurta 1 y 2,tarifa 3,Rodoviario ,VALPARAÍSO,Terminal Buses Ortúzar ,Melipilla,,3800,,,,,,,,,,,,07.00,19.30,,dic. 2019
500105,LUIS GILBERTO ORELLANA,Melipilla,Rurta 1 y 2,tarifa 4,Rodoviario ,VALPARAÍSO,Terminal Buses Ortúzar ,Melipilla,,3900,,,,,,,,,,,,07.00,19.30,,dic. 2019
500105,LUIS GILBERTO ORELLANA,Melipilla,Rurta 1 y 2,tarifa 5,Rodoviario ,VALPARAÍSO,Terminal Buses Ortúzar ,Melipilla,,4200,,,,,,,,,,,,07.00,19.30,,dic. 2019
500105,LUIS GILBERTO ORELLANA,Melipilla,Rurta 1 y 2,tarifa 6,Rodoviario ,VALPARAÍSO,Terminal Buses Ortúzar ,Melipilla,,4400,,,,,,,,,,,,07.00,19.30,,dic. 2019
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,1,1,pachacamita alto,la calera,j.j perez,la calera,3,650,210,325,275,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,1,2,la torre,la calera,ruta F 300,la calera,2,600,200,300,250,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,1,poligono los pajaritos,nogales,pedro feliz vicuña,nogales,3,600,200,300,250,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,2,poligono los pajaritos,nogales,carrera,la calera,10,800,260,400,350,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,3,poligono los pajaritos,nogales,avenida 21 de mayo,la cruz,33,1000,330,500,400,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,4,poligono los pajaritos,nogales,alberdi ,quillota,34,1100,360,550,500,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,5,j.j.perez,la calera,avenida 21 de mayo,quillota,16,800,260,400,350,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,6,avenidaadrian,la calera,avenida 21 de mayo,quillota,17,900,300,450,400,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,7,j.j.perez,la calera,avenida 21 de mayo,la cruz,12,750,250,375,325,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,8,j.j.perez,la calera,avenida condell,quillota,18,800,260,400,350,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,2,9,avenida condell,quillota,pudeto,quillota,4,600,200,300,250,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,3,1,pachacamita alto,la calera,las cabritas,la calera,4,600,200,300,250,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,3,2,pachacamita alto,la calera,carrera,la calera,6,650,210,325,275,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,3,3,pachacamita alto,la calera,avenida condell,quillota,20,900,300,450,400,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,4,1,avenida valparaiso,quillota,camino interior hacentamiento ,zapallar,45,1300,430,650,600,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,4,2,avenida valparaiso,quillota,cachahua,zapallar,65,2000,660,1000,950,,,,,,,,,6:50,22:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,5,1,luis fara da berta,la ligua,domingo fernando concha,papudo,15,1100,360,550,500,,,,,,,,,6:50,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,5,2,luis fara da berta,la ligua,ruta 30F,zapallar,30,1200,400,600,550,,,,,,,,,6:50,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,6,1,carrera,la calera,portales ,la ligua,50,2200,730,1100,1050,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,7,1,muratto,nogales,ruta 5 norte,nogales,4,600,200,300,250,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,7,2,muratto,nogales,pedro feliz vicuña,nogales,8,700,230,350,300,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,7,3,muratto,nogales,carrera,la calera,18,800,260,400,350,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,7,4,muratto,nogales,avenida condell,quillota,40,1100,360,550,500,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,8,1,avenida las salinas,papudo,polanco,la ligua,14,800,260,400,350,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,9,1,avenida las salinas,papudo,caucau,puchuncavi,35,1700,560,850,800,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,9,2,avenida las salinas,papudo,pedro de valdivia ,la calera,90,2200,730,1100,1050,,,,,,,,,6:30,21:00,2866,26/12/22
500108,CAROLINA GONZALEZ SANTIBAÑEZ,Quillota,10,1,avenida las salinas,papudo,caucau,puchuncavi,35,1700,560,850,800,,,,,,,,,6:30,21:00,2866,26/12/22
500118,"TRANSPORTES BUSES COLLIGUAY LTDA. 
",Quilpue,Ruta 1,Tarifa 1,LOS YUGOS COLLIGUAY,QUILPUE,CIRCUNVALA AV ARGENTINA,Valparaiso,180,3000,,,,,,,,,,,,07.30,19.00,,dic. 2019
500118,"TRANSPORTES BUSES COLLIGUAY LTDA. 
",Quilpue,Ruta 1,Tarifa 2,LOS YUGOS COLLIGUAY,QUILPUE,CIRCUNVALA AV ARGENTINA,Valparaiso,,3500,,,,,,,,,,,,07.30,19.00,,dic. 2019
500118,"TRANSPORTES BUSES COLLIGUAY LTDA. 
",Quilpue,Ruta 1,Tarifa 3,LOS YUGOS COLLIGUAY,QUILPUE,CIRCUNVALA AV ARGENTINA,Valparaiso,,500,,,,,,,,,,,,07.30,19.00,,dic. 2019
500118,"TRANSPORTES BUSES COLLIGUAY LTDA. 
",Quilpue,Ruta 1,Tarifa 4,LOS YUGOS COLLIGUAY,QUILPUE,CIRCUNVALA AV ARGENTINA,Valparaiso,,1000,,,,,,,,,,,,07.30,19.00,,dic. 2019
500114,EMP. TRANSP. CAMILO OLIVARES SIERRA Y HNOS.,La Ligua,RUTA 1,1,TERMINAL DE BUSES LA LIGUA,LA LIGUA,PLACILLA,LA LIGUA ,9,700,280,315,,,,,,,,,,7:00,22:00,1326,26/07/22
500114,EMP. TRANSP. CAMILO OLIVARES SIERRA Y HNOS.,La Ligua,RUTA 1,2,TERMINAL DE BUSES LA LIGUA,LA LIGUA,LAS PARCELAS,LA LIGUA,22,1500,420,680,,,,,,,,,,7:00,22:00,1326,26/07/22
500114,EMP. TRANSP. CAMILO OLIVARES SIERRA Y HNOS.,La Ligua,RUTA 1,3,TERMINAL DE BUSES LA LIGUA,LA LIGUA,SAN MANUEL,LA LIGUA,26,1800,640,810,,,,,,,,,,7:00,22:00,1326,26/07/22
500114,EMP. TRANSP. CAMILO OLIVARES SIERRA Y HNOS.,La Ligua,RUTA 1,4,TERMINAL DE BUSES LA LIGUA,LA LIGUA,EL GUINDO,LA LIGUA,32,2200,800,990,,,,,,,,,,7:00,22:00,1326,26/07/22
500114,EMP. TRANSP. CAMILO OLIVARES SIERRA Y HNOS.,La Ligua,RUTA 1,5,TERMINAL DE BUSES LA LIGUA,LA LIGUA,CASAS VIEJAS,LA LIGUA,34,2200,800,880,,,,,,,,,,7:00,22:00,1326,26/07/22
