DATOS EMPRESA,,,TRAMOS A COBRAR,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA ADULTO MAYOR,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS. Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,RURAL 18,23,GALVARINO 110 Playa Ancha ,Valparaíso,Carlos Lozoain,La calera,67,2200,1100,,1100,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,RURAL 18,24,GALVARINO 110 Playa Ancha ,Valparaíso,Ruta 5 Norte,Nogales,75,2800,1650,,1400,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,RURAL 18,25,GALVARINO 110 Playa Ancha ,Valparaíso,Cruce Catapilco ,Zapallar,97,2900,1750,,1450,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,RURAL 18,26,GALVARINO 110 Playa Ancha ,Valparaíso,Av. Papudo ,La Ligua,112,3900,2500,,1950,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,RURAL 18,27,GALVARINO 110 Playa Ancha ,Valparaíso,Ruta E 35,Cabildo,132,4200,2650,,2100,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,RURAL 19,28,GALVARINO 110 Playa Ancha ,Valparaíso,Palmira Romano,Limache,40,1500,400, ,750,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",1,GALVARINO 110 Playa Ancha ,Valparaíso,Silvia Ugarte,Chincolco,174,5100,3250,,2550,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",2,GALVARINO 110 Playa Ancha ,Valparaíso,F30-E,Catapilco,100,3200,1900,,1600,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",3,GALVARINO 110 Playa Ancha ,Valparaíso,Av. Borgoño,Petorca,165,4800,3000,,2400,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",4,Rotonda ,Concon,F30-E,Catapilco,61,2500,1600,,1250,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",5,Rotonda ,Concon,Silvia Ugarte,Chincolco,139,4900,3000,,2450,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",7,AV. Papudo,La Ligua,Silvia Ugarte,Chincolco,62,2800,1600, ,1400,,,,,,,,,05:45,20:30,1242,15/07/22
500030,EMP. DE TRANSP. Y SERV. RURALES SOL DEL PACIFICO S.A,Valparaíso,"RURAL 10,12",9,Ruta E 35,Cabildo,Silvia Ugarte,Chincolco,42,2100,600, ,1050,,,,,,,,,05:45,20:30,1242,15/07/22
500033,Emp.de Transp. Portus Ltda.,Los Andes,Tarifa 1,,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,,900,,,,,,,,,,,,06.45,07.30,,dic. 2019
500033,Emp.de Transp. Portus Ltda.,Los Andes,Tarifa 3,,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,,900,,,,,,,,,,,,06.45,07.30,,dic. 2019
500033,Emp.de Transp. Portus Ltda.,Los Andes,Tarifa 4,,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,,900,,,,,,,,,,,,06.45,07.30,,dic. 2019
500033,Emp.de Transp. Portus Ltda.,Los Andes,Tarifa 5,,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,,900,,,,,,,,,,,,06.45,07.30,,dic. 2019
500033,Emp.de Transp. Portus Ltda.,Los Andes,Tarifa 7,,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,,900,,,,,,,,,,,,06.45,07.30,,dic. 2019
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 1,1,VICHICULEN,LLAY-LLAY,CENTRO (PLAZA),LLAY-LLAY,20,600,200,,,,,,,,,,,07.30,20.30,4027,01/10/18
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,1,EL ARRAYAN,CATEMU,ELIESER ESTAY,LLAY LLAY,12,1000,300,,500,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,2,IGNACIO CARRERA PINTO,LLAY LLAY,IGNACIO CARRERA PINTO,CATEMU,10,1000,300,,500,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,3,EL ARRAYAN,CATEMU,PUNTA DE DIAMANTE,LLAY LLAY,9,800,300,,400,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,4,EL ARRAYAN,CATEMU,ESTANCILLA,LLAY LLAY,"7,,7",600,200,,300,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,5,EL ARRAYAN,CATEMU,CHAGRES,CATEMU,4,600,200,,300,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,6,IGNACIO CARRERA PINTO,LLAY LLAY,PUNTA DE DIAMANTE,LLAY LLAY,3,600,200,,300,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,7,IGNACIO CARRERA PINTO,LLAY LLAY,ESTANCILLA,LLAY LLAY,4,600,200,,300,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,8,IGNACIO CARRERA PINTO,LLAY LLAY,CHAGRES,CATEMU,7,600,200,,300,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,9,ELIESER ESTAY,LLAY LLAY,MORANDE,LLAY LLAY,4,500,200,,250,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 2,10,EL ARRAYAN,CATEMU,PUENTE CHAGRES,CATEMU,5,500,200,,250,,,,,,,,,06.30,19.20,2221,18/10/22
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 5,1,LOS CERRILLOS,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,11,700,200,,,,,,,,,,,08.00,20.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 5,2,EL ÑILHUE,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,10,600,200,,,,,,,,,,,08.00,20.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 5,3,LAS COMPUERTAS,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,7,500,200,,,,,,,,,,,08.00,20.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 5,4,LAS VARILLAS,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,4,400,200,,,,,,,,,,,08.00,20.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 4,11,SANTA MARGARITA,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,3,500,200,,,,,,,,,,,07.40,18.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 4,12,SAN JOSE,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,7,600,200,,,,,,,,,,,07.40,18.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 4,13,REINOSO,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,9,700,200,,,,,,,,,,,07.40,18.30,2475,25/10/21
500034,Empresa de Transportes Salf Ltda.,Catemu,Ruta 4,14,SANTA ISABEL,CATEMU,BORJAS GARCIA HUIDOBRO,CATEMU,13,900,200,,,,,,,,,,,07.40,18.30,2475,25/10/21
500035,JOSE FERNANDO PIZARRO BAHAMONDES,Llay-Llay,Tarifa 1,,Llay-llay,Llay-llay,Llay-llay,Llay-llay,,450,,,,,,,,,,,,07.00,23.00,,dic. 2019
500037,Puma S.A.,San Felipe,RUTA 1,1,Terminal Rodoviario,San Felipe,Circ. Ucuquen(Llay Llay),Llay Llay,40,1900,750,750,,,,,,,,,,06:40,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 1,1,Terminal Rodoviario,San Felipe,Lo Campo,Panquehue,30,1400,550,550,,,,,,,,,,06:40,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 3,3,Hacienda Quilpue,San Felipe,Cristo Redentor (Sn. Vicente),Calle Larga,40,1900,750,750,,,,,,,,,,06:20,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 3,3,Hacienda Quilpue,San Felipe,Centenario,Los Andes,30,1300,500,500,,,,,,,,,,06:20,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 4,4,Hacienda Quilpue,San Felipe,Cristo Redentor(Sn. Vicente),Calle Larga,40,1900,750,750,,,,,,,,,,06:20,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 4,4,Hacienda Quilpue,San Felipe,Centenario,Los Andes,30,1300,500,500,,,,,,,,,,06:20,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 5,5,Hacienda Quilpue,San Felipe,San Vicente - El Pedrero,Calle Larga,40,1900,750,750,,,,,,,,,,06:20,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 5,5,Hacienda Quilpue,San Felipe,Villa Minera Andina,Los Andes,30,1300,500,500,,,,,,,,,,06:20,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 6,6,Terminal Rodoviario,San Felipe,El Cobre - El Seco,Catemu,40,1900,750,750,,,,,,,,,,06:40,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 6,6,Terminal Rodoviario,San Felipe,Lo Campo,Panquehue,30,1300,500,500,,,,,,,,,,06:40,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 13,13,Terminal Rodoviario,San Felipe,Algarrobal,San Felipe,24,1300,500,500,,,,,,,,,,07:00,21:30,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 14,14,Terminal Rodoviario,San Felipe,Av. Salesianos,Catemu,40,1900,750,750,,,,,,,,,,06:40,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 14,14,Terminal Rodoviario,San Felipe,Lo Campo,Panquehue,30,1300,500,500,,,,,,,,,,06:40,22:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 15,15,Terminal Rodoviario,San Felipe,Catemu Centro,Catemu,40,1900,750,750,,,,,,,,,,08:30,09:30,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 16,16,Terminal Rodoviario,San Felipe,Circ. Ucuquen (Llay Llay),Llay Llay,40,1900,750,750,,,,,,,,,,08:00,10:00,1379,28/07/22
500037,Puma S.A.,San Felipe,RUTA 18,18,Hacienda Quilpue,San Felipe,Saladillo,Los Andes,50,3200,1200,1200,,,,,,,,,,08:00,18:00,1379,28/07/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,,,,,,,,,,,,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,2,1,GUSTAVO FILIPPI M.,NOGALES,SANTA ISABEL,NOGALES,3,610,200,,300,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,2,2,GUSTAVO FILIPPI M.,NOGALES,P. FELIX VICUÑA,NOGALES,6,700,230,,350,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,2,3,GUSTAVO FILIPPI M.,NOGALES,PARADERO 26,LA CALERA,9,800,250,,400,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,2,4,GUSTAVO FILIPPI M.,NOGALES,PARADERO 8,LA CRUZ,20,1100,350,,550,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,2,5,GUSTAVO FILIPPI M.,NOGALES,HOSPITAL,QUILLOTA,25,1250,400,,600,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,1,LAS CODORNICES,NOGALES,SAN CARLOS,NOGALES,3,500,150,,250,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,2,LAS CODORNICES,NOGALES,SOPRAVAL,NOGALES,4,700,230,,350,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,3,LAS CODORNICES,NOGALES,AVDA ADRIAN,LA CALERA,6,760,250,,380,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,4,LAS CODORNICES,NOGALES,PARADERO 26,LA CALERA,9,800,250,,400,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,5,LAS CODORNICES,NOGALES,PARADERO 8,LA CRUZ,17,1000,330,,500,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,6,LAS CODORNICES,NOGALES,HOSPITAL,QUILLOTA,22,1100,350,,550,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,7,AVDA ADRIAN,LA CALERA,PARADERO 26,LA CALERA,7,610,200,,300,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,8,AVDA ADRIAN,LA CALERA,PARADERO 8,LA CRUZ,12,700,230,,350,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,9,AVDA ADRIAN,LA CALERA,HOSPITAL,QUILLOTA,15,800,250,,400,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,10,J. J. PEREZ,LA CALERA,PARADERO 8,LA CRUZ,12,700,230,,350,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,11,J. J. PEREZ,LA CALERA,HOSPITAL,QUILLOTA,15,800,250,,400,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,12,PARADERO 25,LA CRUZ,HOSPITAL,QUILLOTA,12,700,230,,350,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,13,PARADERO 25,LA CRUZ,PARADERO 8,LA CRUZ,10,610,200,,300,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,1,14,LAS CASAS,HIJUELAS,PARADERO 26,LA CALERA,25,610,200,,300,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,3,1,G.FILIPPI MURATTO,NOGALES,ROTONDA CON CON,CON CON,57,1800,,900,900,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,3,2,G.FILIPPI MURATTO,NOGALES,BULNES,QUINTERO,80,2000,,1000,1000,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,3,3,G.FILIPPI MURATTO,NOGALES,CALETA HORCON,PUCHUNCAVI,99,2200,,1100,1100,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,1,AVDA. ADRIAN,LA CALERA,RUTA 62,LIMACHE,37,1300,400,,650,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,2,AVDA. ADRIAN,LA CALERA,ROTONDA CON CON,CON CON,44,1400,450,,700,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,3,AVDA. ADRIAN,LA CALERA,BULNES,QUINTERO,71,1800,,900,900,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,4,AVDA. ADRIAN,LA CALERA,CALETA HORCON,PUCHUNCAVI,90,2000,,1000,1000,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,5,21 DE MAYO,QUILLOTA,RUTA 62,LIMACHE,25,1250,400,,600,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,6,21 DE MAYO,QUILLOTA,ROTONDA CON CON,CON CON,32,1300,400,,650,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,7,21 DE MAYO,QUILLOTA,BULNES,QUINTERO,59,1600,,800,800,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,8,21 DE MAYO,QUILLOTA,CALETA HORCON,PUCHUNCAVI,78,1800,,900,900,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,9,RUTA 62,LIMACHE,ROTONDA CON CON,CON CON,7,1250,400,,600,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,10,RUTA F 30,CON CON,MANTAGUA,QUINTERO,6,1100,350,,550,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,11,RUTA F 30,CON CON,BULNES,QUINTERO,27,1250,400,,600,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,12,RUTA F 30,CON CON,CALETA HORCON,PUCHUNCAVI,46,1300,400,,650,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,13,LUIS COUSIÑO,QUINTERO,AL CRUCE,QUINTERO,7,910,300,,450,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,14,LUIS COUSIÑO,QUINTERO,CALETA HORCON,PUCHUNCAVI,19,1000,330,,500,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,15,BULNES,QUINTERO,SECTOR LA VIRGEN,QUINTERO,7,800,250,,400,,,,,,,,,06.00,21.00,1734,25/08/22
500040,Emp.Transp.y Serv. Limequi S.A.,Nogales,4,16,ROTONDA VENTANAS,PUCHUNCAVI,CALETA HORCON,PUCHUNCAVI,4,800,250,,400,,,,,,,,,06.00,21.00,1734,25/08/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 1,1,GENERAL VIDAURRE,VALPARAISO,CHINCOLCO-CIRCUNVALACION,PETORCA,162,6000,3000,4200,3000,,,,,,,,,04:45,23:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 2,2,GENERAL VIDAURRE,VALPARAISO,LONGOTOMA- CIRCUNVALACION,LA LIGUA,136,4500,2250,3150,2250,,,,,,,,,06:00,20:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 3,3,GENERAL VIDAURRE,VALPARAISO,ALICAHUE-CIRCUNVALACION,CABILDO,160,6000,3000,4200,3000,,,,,,,,,06:00,22:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 5,5,TERMINAL LA LIGUA,LA LIGUA,LOS ANDES-TERMINAL,LOS ANDES,63,5000,2500,3500,2500,,,,,,,,,06:00,22:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 7,7,GENERAL VIDAURRE,VALPARAISO,LA CALERA-TERMINAL,LA CALERA,70,2500,1250,1750,1250,,,,,,,,,06:30,22:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 8,8,GENERAL VIDAURRE,VALPARAISO,CAIMANES-CIRCUNVALACION,LOS VILOS,190,9000,4500,6300,4500,,,,,,,,,08:00,20:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R  9,9,TERMINAL CALERA,LA CALERA ,LOS MOLLES-CIRCUNVALACION,LA LIGUA,75,5000,2500,3500,2500,,,,,,,,,06:00,20:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R  10,10,GENERAL VIDAURRE,VALPARAISO,LA CALERA-TERMINAL,LA CALERA,67,2500,1250,1750,1250,,,,,,,,,06:00,22:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 11 ,11,GENERAL VIDAURRE,VALPARAISO,ALICAHUE-CIRCUNVALACION,CABILDO,160,6000,3000,4200,3000,,,,,,,,,06:00,22:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 12,12,GENERAL VIDAURRE,VALPARAISO,CHINCOLCO-CIRCUNVALACION,PETORCA,162,6000,3000,4200,3000,,,,,,,,,04:45,23:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 13,13,GENERAL VIDAURRE,VALPARAISO,CHINCOLCO-CIRCUNVALACION,PETORCA,162,6000,3000,4200,3000,,,,,,,,,04:45,23:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 14,14,GENERAL VIDAURRE,VALPARAISO,CABILDO-CIRCUNVALACION,CABILDO,120,5000,2500,3500,2500,,,,,,,,,06:00,22:00,1242,15/07/22
500041,Transportes La Porteña Ltda.,Valparaíso,R 15,15,GENERAL VIDAURRE,VALPARAISO,CALLE BORGOÑO /CUARTEL,PETORCA,160,6000,3000,4200,3000,,,,,,,,,06:00,23:00,1242,15/07/22
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 7,1,San Antonio de las Bodegas con camino Viejo Cartagena ,San Antonio,Olegario Henrique,San Antonio,25,500,160,160,250,,,,,,,,,7.10,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 8,1,San Antonio de las Bodegas con camino Viejo Cartagena ,San Antonio,Manuel Baquedano,San Antonio,23,500,160,160,250,,,,,,,,,7.10,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 13,1,AV. Arrayán  (Terminal),San Antonio,Pedro Montt,San Antonio,25,500,160,160,250,,,,,,,,,7.10,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 5,1,Llo-lleo - (I.Concepcion),San Antonio,Entrada (Ruta 66),Sto. Domingo,25,1200,400,400,600,,,,,,,,,7.00,18.30,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 5,2,Llo-lleo - (I.Concepcion),San Antonio,Las Casas,Sto. Domingo,30,1400,460,460,700,,,,,,,,,7.00,18.30,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 5,3,Llo-lleo - (I.Concepcion),San Antonio,La Cruz,Sto. Domingo,32,1500,490,490,750,,,,,,,,,7.00,18.30,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 5,4,Llo-lleo - (I.Concepcion),San Antonio,Las Salinas,Sto. Domingo,34,1700,560,560,850,,,,,,,,,7.00,18.30,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 5,5,Entrada,Sto. Domingo,Las Salinas,Sto. Domingo,5,800,260,260,400,,,,,,,,,7.00,18.30,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,1,San Antonio de las Bodegas con camino viejo Cartagena San Antonio  Centro,San Antonio,Ruta G 904 El Tranque,San Antonio,15,700,230,230,350,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,8,Barrancas Paradero 4,San Antonio,Ruta G 904 El Tranque,San Antonio,10,700,230,230,350,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,5,Llolleo Av Los Aromos,San Antonio,Ruta G 904 El Tranque,San Antonio,6,600,200,200,300,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,2,San Antonio de las Bodegas con camino viejo Cartagena San Antonio  Centro,San Antonio,Lo Gallardo San Juan,San Antonio,15,600,200,200,300,,,,,,,,,7.00,20.00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,6,Barrancas Paradero 4,San Antonio,Lo Gallardo San Juan,San Antonio,10,600,200,200,300,,,,,,,,,7.00,20.00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,7,Llolleo Av Los Aromos,San Antonio,Lo Gallardo San Juan,San Antonio,6,500,165,165,250,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,3,San Antonio de las Bodegas con camino viejo Cartagena San Antonio  Centro,San Antonio,Ruta G 904 El tranque Condominio Sto. Domingo,San Antonio,20,850,280,280,420,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,10,Barrancas Paradero 4,San Antonio,Ruta G 904 El tranque Condominio Sto. Domingo,San Antonio,15,850,280,280,420,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,11,Llolleo Av Los Aromos,San Antonio,Ruta G 904 El Tranque Condominio Sto. Domingo,San Antonio,10,750,250,250,370,,,,,,,,,7.00,20:00,2563,02/11/21
500042,Soc. de Transp. y Serv. Taxibuses San Antonio S.A.,San Antonio,Ruta 6,9,San Antonio de las Bodegas con camino viejo Cartagena San Antonio  Centro,San Antonio,Ruta G 904 El Tranque Alto delTranque,San Antonio,16,850,280,280,420,,,,,,,,,7.00,20:00,2563,02/11/21
